timestamp,AGC,CN0,RSSI,jammed,device,band,env,is_synth,lat,lon,h_m,building_density,local_signal_variance,jammer_lat,jammer_lon,dist_to_jammer,Elevation,x_enu,y_enu,device_idx,band_idx,AGC_base,CN0_base,Delta_CN0,Delta_AGC_raw,AGC_sign,Delta_AGC,RSSI_pred_raw,RSSI_pred,RSSI_pred_cal,RSSI_pred_final,jammed_pred,detection_score,RSSI_pred_gated
2026-01-04 05:17:00,84.3644512129837,60.18233629333288,-87.94034477779691,0,pixel6,L1,urban,1,45.06438828,7.659904957,237.13347,0.09220324,0.59937555,45.0628,7.6616,221.1652712117569,52.875603,-133.12945584322293,176.60867809101947,5,0,83.68566675658062,61.491713036197154,1.3093767428642735,-0.6787844564030792,1,-0.6787844564030792,-97.83513,-97.20586463244857,-97.20586463244857,-97.20586463244857,0,1.3318154516500798,
2026-01-04 00:51:00,85.58184056455005,-20.686894726733563,-106.0410318407569,1,hisilicon980,L5,urban,1,45.0639534,7.661012173,247.41325,0.29509097,1.390466,45.0628,7.6616,136.30897629574918,60.329773,-46.16820260017821,128.25222839180614,3,1,83.12019693282099,60.31531999785307,60.0,-2.4616436317290606,1,-2.4616436317290606,-101.99309,-102.74136428237865,-102.74136428237865,-102.74136428237865,1,57.31362317852204,-102.74136428237865
2026-01-04 15:31:00,81.03213422501459,62.47436160057802,-91.89508598110358,0,xiaomi_11,L1,urban,1,45.06403732,7.663963795,257.73904,0.65303206,0.76779884,45.0628,7.6616,231.0768598233452,79.082085,185.6535451165332,137.5837066352019,10,0,83.09051448419538,61.04446118611317,-1.4299004144648535,2.058380259180794,1,2.058380259180794,-93.28303,-93.19099869230094,-93.19099869230094,-93.19099869230094,0,1.949700938512778,
2026-01-02 10:44:00,88.01274239802778,-23.52394545110684,-116.38564131053649,1,samsung_s21,L1,urban,1,45.06168747,7.662013531,237.86696,0.673395,1.0494696,45.0628,7.6616,127.90024587738873,36.732243,32.478914696774964,-123.707691739908,6,0,82.91876083803864,60.79160988146042,60.0,-5.093981559989146,1,-5.093981559989146,-106.85138,-106.86944201786451,-106.86944201786451,-106.86944201786451,1,57.39290346066036,-106.86944201786451
2026-01-06 04:41:00,86.23380434632843,57.88802037614632,-99.25341799932129,0,bcm47755_new,L5,urban,1,45.06145859,7.663308144,247.80524,0.21124375,0.44562897,45.0628,7.6616,200.61551561744503,62.102478,134.15841440123947,-149.15798655049832,1,1,83.09051902500958,61.64709223968395,3.7590718635376277,-3.1432853213188423,1,-3.1432853213188423,-97.22958,-98.06794983797805,-98.06794983797805,-98.06794983797805,1,4.171372026942959,-98.06794983797805
2026-01-06 13:05:00,91.17613173051816,-29.6771661479464,-113.70219985672324,1,snapdragon855,L1,urban,1,45.06101227,7.662696838,229.44257,0.80840147,0.4142046,45.0628,7.6616,216.65003114589683,14.109199,86.14616035589317,-198.7865062106953,7,0,82.56781974636593,60.317366647237456,60.0,-8.608311984152238,1,-8.608311984152238,-115.293365,-115.03027780160068,-115.03027780160068,-115.03027780160068,1,57.58440179583605,-115.03027780160068
2026-01-07 01:01:00,86.47342598720941,-25.32834441145188,-102.28455692038746,1,oneplus9,L1,urban,1,45.06205368,7.660533428,243.86269,0.7550362,2.5664544,45.0628,7.6616,117.91563222869767,45.607944,-83.76905481314736,-82.9869976538819,4,0,82.81693380986873,60.9688825163999,60.0,-3.656492177340681,1,-3.656492177340681,-103.17077,-103.82127060022674,-103.82127060022674,-103.82127060022674,1,57.342775620818585,-103.82127060022674
2026-01-06 23:21:00,84.6874614537974,-22.856472531833123,-117.03496611990316,1,oneplus9,L1,urban,1,45.06317139,7.662633896,249.4816,0.092685536,1.7834188,45.0628,7.6616,91.1004345921188,47.136715,81.20266676332506,41.29668380629729,4,0,82.81693380986873,60.9688825163999,60.0,-1.8705276439286678,1,-1.8705276439286678,-99.20253,-99.90956380637653,-99.90956380637653,-99.90956380637653,1,57.30340742419371,-99.90956380637653
2026-01-05 19:24:00,85.65267269331831,-22.047246135864505,-113.79413232057315,1,samsung_s21,L1,urban,1,45.06392288,7.661103725,260.7866,0.16842695,0.598664,45.0628,7.6616,130.80106381890502,27.360647,-38.97766646543221,124.85855923030182,6,0,82.91876083803864,60.79160988146042,60.0,-2.733911855279672,1,-2.733911855279672,-101.566376,-101.69913869812194,-101.69913869812194,-101.69913869812194,1,57.31926554093101,-101.69913869812194
2026-01-05 16:59:00,89.63237682451164,-25.970027583354543,-112.28381137755852,1,xiaomi_11,L1,urban,1,45.06137848,7.661093235,245.47983,0.40154478,0.8775304,45.0628,7.6616,162.99989206491372,49.501232,-39.801555884061536,-158.0658121238791,10,0,83.09051448419538,61.04446118611317,60.0,-6.541862340316257,1,-6.541862340316257,-109.4926,-110.07935751042781,-110.07935751042781,-110.07935751042781,1,57.459973734474325,-110.07935751042781
2026-01-05 04:17:00,81.02403963194733,57.5270434268153,-91.2074281981118,0,snapdragon855,L1,urban,1,45.06393433,7.658947945,258.9352,0.17528956,0.72879004,45.0628,7.6616,243.5065654009811,7.2506533,-208.29361792962325,126.13174114064392,7,0,82.56781974636593,60.317366647237456,2.7903232204221595,1.5437801144185954,1,1.5437801144185954,-92.51338,-92.81279574809122,-92.81279574809122,-92.81279574809122,0,2.861474517385247,
