timestamp,lat,lon,env,device,band,AGC,CN0,RSSI,RSSI_pred_raw,RSSI_pred_final,RSSI_pred_cal,RSSI_pred_gated,jammed,jammed_pred
2025-07-30T08:46:07Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,44.06666667,-85.0,-85.035065,-85.10130350211766,-85.10130350211766,,0.0,0
2025-07-30T08:46:08Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,44.0,-85.0,-85.039276,-85.10551975390375,-85.10551975390375,,0.0,0
2025-07-30T08:46:09Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,43.98,-85.0,-85.04054,-85.1067876846945,-85.1067876846945,,0.0,0
2025-07-30T08:46:10Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,43.9,-85.0,-85.0456,-85.11185176972019,-85.11185176972019,,0.0,0
2025-07-30T08:46:11Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,43.8,-85.0,-85.05191,-85.11816850926203,-85.11816850926203,,0.0,0
2025-07-30T08:46:12Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,43.7,-85.0,-85.05821,-85.12447761066659,-85.12447761066659,,0.0,0
2025-07-30T08:46:13Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,43.7,-85.0,-85.05821,-85.12447761066659,-85.12447761066659,,0.0,0
2025-07-30T08:46:14Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,43.7,-85.0,-85.05821,-85.12447761066659,-85.12447761066659,,0.0,0
2025-07-30T08:46:15Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,43.7,-85.0,-85.05821,-85.12447761066659,-85.12447761066659,,0.0,0
2025-07-30T08:46:16Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,43.7,-85.0,-85.05821,-85.12447761066659,-85.12447761066659,,0.0,0
2025-07-30T08:46:17Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,43.64,-85.0,-85.06199,-85.12825848862694,-85.12825848862694,,0.0,0
2025-07-30T08:46:18Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,43.7,-85.0,-85.05821,-85.12447761066659,-85.12447761066659,,0.0,0
2025-07-30T08:46:19Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,43.66,-85.0,-85.06073,-85.12699819597348,-85.12699819597348,,0.0,0
2025-07-30T08:46:20Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,43.6,-85.0,-85.0645,-85.13077143579655,-85.13077143579655,,0.0,0
2025-07-30T08:46:21Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,43.6,-85.0,-85.0645,-85.13077143579655,-85.13077143579655,,0.0,0
2025-07-30T08:46:22Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,43.62,-85.0,-85.06324,-85.1295111431431,-85.1295111431431,,0.0,0
2025-07-30T08:46:23Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,43.72,-85.0,-85.056946,-85.12320967987584,-85.12320967987584,,0.0,0
2025-07-30T08:46:24Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,39.72727273,-85.0,-83.23985,-83.30403452064812,-83.30403452064812,-83.30403452064812,0.0,1
2025-07-30T08:46:25Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,39.72727273,-85.0,-83.23985,-83.30403452064812,-83.30403452064812,-83.30403452064812,0.0,1
2025-07-30T08:46:26Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,40.46296296,-85.0,-83.55639,-83.6209331988242,-83.6209331988242,-83.6209331988242,0.0,1
2025-07-30T08:46:27Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,43.7,-85.0,-85.05821,-85.12447761066659,-85.12447761066659,,0.0,0
2025-07-30T08:46:28Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,43.78,-85.0,-85.05318,-85.11943644005278,-85.11943644005278,,0.0,0
2025-07-30T08:46:29Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,43.88,-85.0,-85.04687,-85.11311970051094,-85.11311970051094,,0.0,0
2025-07-30T08:46:30Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,43.8,-85.0,-85.05191,-85.11816850926203,-85.11816850926203,,0.0,0
2025-07-30T08:46:31Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,43.84,-85.0,-85.049385,-85.11564028581783,-85.11564028581783,,0.0,0
2025-07-30T08:46:32Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,44.0,-85.0,-85.039276,-85.10551975390375,-85.10551975390375,,0.0,0
2025-07-30T08:46:33Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,44.0,-85.0,-85.039276,-85.10551975390375,-85.10551975390375,,0.0,0
2025-07-30T08:46:34Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,43.96,-85.0,-85.04181,-85.10805561548524,-85.10805561548524,,0.0,0
2025-07-30T08:46:35Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,43.92,-85.0,-85.04434,-85.11059147706673,-85.11059147706673,,0.0,0
2025-07-30T08:46:36Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,43.95,-85.0,-85.04244,-85.10868958088062,-85.10868958088062,,0.0,0
2025-07-30T08:46:37Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,44.0,-85.0,-85.039276,-85.10551975390375,-85.10551975390375,,0.0,0
2025-07-30T08:46:38Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,43.92,-85.0,-85.04434,-85.11059147706673,-85.11059147706673,,0.0,0
2025-07-30T08:46:39Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,43.9,-85.0,-85.0456,-85.11185176972019,-85.11185176972019,,0.0,0
2025-07-30T08:46:40Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,43.88,-85.0,-85.04687,-85.11311970051094,-85.11311970051094,,0.0,0
2025-07-30T08:46:41Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,43.8,-85.0,-85.05191,-85.11816850926203,-85.11816850926203,,0.0,0
2025-07-30T08:46:42Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,43.8,-85.0,-85.05191,-85.11816850926203,-85.11816850926203,,0.0,0
2025-07-30T08:46:43Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,43.8,-85.0,-85.05191,-85.11816850926203,-85.11816850926203,,0.0,0
2025-07-30T08:46:44Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,43.9,-85.0,-85.0456,-85.11185176972019,-85.11185176972019,,0.0,0
2025-07-30T08:46:45Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,43.9,-85.0,-85.0456,-85.11185176972019,-85.11185176972019,,0.0,0
2025-07-30T08:46:46Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,43.96666667,-85.0,-85.04139,-85.1076355179341,-85.1076355179341,,0.0,0
2025-07-30T08:46:47Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,44.0,-85.0,-85.039276,-85.10551975390375,-85.10551975390375,,0.0,0
2025-07-30T08:46:48Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,43.95,-85.0,-85.04244,-85.10868958088062,-85.10868958088062,,0.0,0
2025-07-30T08:46:49Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,43.825,-85.0,-85.05033,-85.11658741484224,-85.11658741484224,,0.0,0
2025-07-30T08:46:50Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,43.81666667,-85.0,-85.05086,-85.11711444631551,-85.11711444631551,,0.0,0
2025-07-30T08:46:51Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,43.85,-85.0,-85.04876,-85.11501395855976,-85.11501395855976,,0.0,0
2025-07-30T08:46:52Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,43.9,-85.0,-85.0456,-85.11185176972019,-85.11185176972019,,0.0,0
2025-07-30T08:46:53Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,43.86,-85.0,-85.04813,-85.11437999316439,-85.11437999316439,,0.0,0
2025-07-30T08:46:54Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,43.78,-85.0,-85.05318,-85.11943644005278,-85.11943644005278,,0.0,0
2025-07-30T08:46:55Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,43.66,-85.0,-85.06073,-85.12699819597348,-85.12699819597348,,0.0,0
2025-07-30T08:46:56Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,43.7,-85.0,-85.05821,-85.12447761066659,-85.12447761066659,,0.0,0
2025-07-30T08:46:57Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,43.6,-85.0,-85.0645,-85.13077143579655,-85.13077143579655,,0.0,0
2025-07-30T08:46:58Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,43.62,-85.0,-85.06324,-85.1295111431431,-85.1295111431431,,0.0,0
2025-07-30T08:46:59Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,43.66,-85.0,-85.06073,-85.12699819597348,-85.12699819597348,,0.0,0
2025-07-30T08:47:00Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,43.7,-85.0,-85.05821,-85.12447761066659,-85.12447761066659,,0.0,0
2025-07-30T08:47:01Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,43.66,-85.0,-85.06073,-85.12699819597348,-85.12699819597348,,0.0,0
2025-07-30T08:47:02Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,43.66,-85.0,-85.06073,-85.12699819597348,-85.12699819597348,,0.0,0
2025-07-30T08:47:03Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,43.74,-85.0,-85.055695,-85.12195702535968,-85.12195702535968,,0.0,0
2025-07-30T08:47:04Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,43.82,-85.0,-85.05065,-85.11690821660858,-85.11690821660858,,0.0,0
2025-07-30T08:47:05Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,43.84,-85.0,-85.049385,-85.11564028581783,-85.11564028581783,,0.0,0
2025-07-30T08:47:06Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,43.9,-85.0,-85.0456,-85.11185176972019,-85.11185176972019,,0.0,0
2025-07-30T08:47:07Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,43.925,-85.0,-85.04402,-85.1102706753004,-85.1102706753004,,0.0,0
2025-07-30T08:47:08Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,44.0,-85.0,-85.039276,-85.10551975390375,-85.10551975390375,,0.0,0
2025-07-30T08:47:09Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,44.0,-85.0,-85.039276,-85.10551975390375,-85.10551975390375,,0.0,0
2025-07-30T08:47:10Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,44.05,-85.0,-85.03612,-85.10235756506418,-85.10235756506418,,0.0,0
2025-07-30T08:47:11Z,45.065,7.6585,lab_wired,ublox_wired,L1,-12.28665609,44.1,-85.0,-85.03294,-85.09918009995003,-85.09918009995003,,0.0,0
