timestamp,AGC,CN0,RSSI,jammed,device,band,env,is_synth,lat,lon,h_m,building_density,local_signal_variance,jammer_lat,jammer_lon,dist_to_jammer,Elevation,x_enu,y_enu,device_idx,band_idx,AGC_base,CN0_base,Delta_AGC,Delta_CN0,AGC_sign,Delta_AGC_oriented,RSSI_pred_raw,RSSI_pred,RSSI_pred_cal,RSSI_pred_final,jammed_pred,detection_score,RSSI_pred_gated
2026-01-01 10:30:00,102.14340905670105,60.22872095393189,-132.71754801112186,0,oneplus9,L1,open_sky,1,45.14355545,7.617628306,239.7240675303856,0.052866175,2.702522164,45.145,7.62,245.76231667909343,23.66125315,-186.00591824353967,-160.626631284643,1,0,103.32571179702676,64.7446866026211,-1.18230274032571,-4.51596564868921,-1,1.18230274032571,-133.93222,-135.27043945469694,-135.27043945469694,-135.27043945469694,1,4.115544760845861,-135.27043945469694
2026-01-03 07:39:00,85.80425121754692,9.364629180056182,-77.15345886708887,1,Moto_g,L1,open_sky,1,45.14717927,7.621688233,256.34312768735134,0.008341925,1.572575653,45.145,7.62,276.13688306449586,25.43431859,132.40381321288896,242.32376778859617,0,0,102.19153746348195,66.23246358826236,-16.38728624593503,-56.86783440820618,-1,16.38728624593503,-77.21234,-74.99855574280275,-74.99855574280275,-74.99855574280275,1,52.06247652640792,-74.99855574280275
2026-01-01 03:21:00,91.5671365035378,22.59799896082916,-83.53817078227618,1,xiaomi_11,L1,open_sky,1,45.14750204,7.622375817,251.46412976384795,0.072566082,5.014764734,45.145,7.62,334.8458066265217,18.90259876,186.32927462970625,278.21415426130545,4,0,104.28617306689672,64.67156775562778,-12.719036563358927,-42.07356879479862,-1,12.719036563358927,-85.31701,-83.4255751991236,-83.4255751991236,-83.4255751991236,1,38.618956087987044,-83.4255751991236
2026-01-07 00:58:00,80.78867617767413,0.9609963729863557,-65.6170847009148,1,Moto_g,L1,open_sky,1,45.14600174,7.619704113,269.5512297928621,0.11230905,4.155916965,45.145,7.62,113.77996209193164,4.78634627,-23.20566360219317,111.3884058168679,0,0,102.19153746348195,66.23246358826236,-21.402861285807816,-65.271467215276,-1,21.402861285807816,-75.69829,-73.42527059842185,-73.42527059842185,-73.42527059842185,1,60.212597732898196,-73.42527059842185
2026-01-03 05:54:00,79.2898760605357,-0.6358372691390319,-65.581255730225,1,samsung_s21,L1,open_sky,1,45.14471962,7.619075035,243.54458163725724,0.058504806,5.3130745,45.145,7.62,78.95841183262972,53.50658001,-72.54264849015131,-31.17683353333864,3,0,101.8516583725579,65.4917185700701,-22.561782312022203,-66.12755583920914,-1,22.561782312022203,-75.05284,-72.92361387534058,-72.92361387534058,-72.92361387534058,1,61.169360117161794,-72.92361387534058
2026-01-04 08:42:00,78.61137225940507,-0.4682274855560138,-71.83072848079078,1,samsung_s21,L1,open_sky,1,45.14520667,7.620982271,246.33245727762056,0.0,8.300856625,45.145,7.62,80.39161496289695,20.15891871,77.03701207616984,22.98065548931837,3,0,101.8516583725579,65.4917185700701,-23.240286113152834,-65.95994605562612,-1,23.240286113152834,-75.02593,-72.89478765132156,-72.89478765132156,-72.89478765132156,1,61.15897789223546,-72.89478765132156
2026-01-07 04:59:00,82.84572051652715,7.085825175571878,-68.7961475263698,1,Moto_g,L1,open_sky,1,45.14296357,7.621127236,231.4415968542884,0.188340176,4.054510558,45.145,7.62,243.0865035665585,8.888074544,88.4062477103913,-226.4406844672207,0,0,102.19153746348195,66.23246358826236,-19.3458169469548,-59.146638412690486,-1,19.3458169469548,-76.02256,-73.76222871629346,-73.76222871629346,-73.76222871629346,1,54.55339771658231,-73.76222871629346
2026-01-04 21:13:00,85.600758771563,-0.9858089385992556,-68.3886889709184,1,samsung_s21,L1,open_sky,1,45.14429757,7.621197629,234.4703072264126,0.14982387,8.923597981,45.145,7.62,122.1594402581328,25.142915,93.9269913657098,-78.10665232338533,3,0,101.8516583725579,65.4917185700701,-16.250899600994913,-66.47752750866935,-1,16.250899600994913,-76.24667,-74.20251092156896,-74.20251092156896,-74.20251092156896,1,60.414653182809396,-74.20251092156896
2026-01-01 06:52:00,103.67600616337896,60.79730003408689,-140.4042974648321,0,samsung_s21,L1,open_sky,1,45.14750272,7.618298784,239.1720760352716,0.17588209,0.287498422,45.145,7.62,308.620534350861,22.35906622,-133.4220368270935,278.28976681135924,3,0,101.8516583725579,65.4917185700701,1.8243477908210508,-4.694418535983218,-1,-1.8243477908210508,-133.28093,-135.3006530591384,-135.3006530591384,-135.3006530591384,1,4.3883230875846335,-135.3006530591384
2026-01-01 08:58:00,87.01112881201276,7.673003413876998,-76.8522892346006,1,xiaomi_11,L1,open_sky,1,45.14526176,7.623310142,234.80595981580848,0.129395509,3.332338129,45.145,7.62,261.23257633909463,49.6130718,259.6060040741256,29.106383997776,4,0,104.28617306689672,64.67156775562778,-17.275044254883966,-56.99856434175078,-1,17.275044254883966,-77.217026,-74.80982278621673,-74.80982278621673,-74.80982278621673,1,52.32611600099008,-74.80982278621673
2026-01-06 19:22:00,87.08748457835277,11.079195245557262,-74.81106652272932,1,xiaomi_11,L1,open_sky,1,45.14532926,7.617829583,257.42370021750804,0.13476959,4.108055435,45.145,7.62,174.11313539594568,15.19464531,-170.2202759110066,36.61204154629585,4,0,104.28617306689672,64.67156775562778,-17.19868848854395,-53.59237251007052,-1,17.19868848854395,-77.38252,-74.98585767931623,-74.98585767931623,-74.98585767931623,1,49.36947436247199,-74.98585767931623
