timestamp,AGC,CN0,RSSI,jammed,device,band,env,is_synth,lat,lon,h_m,building_density,local_signal_variance,jammer_lat,jammer_lon,dist_to_jammer,Elevation,x_enu,y_enu
2026-01-01 10:30:00,102.14340905670105,60.22872095393189,-132.71754801112186,0,oneplus9,L1,open_sky,1,45.14355545,7.617628306,239.7240675303856,0.052866175,2.702522164,45.145,7.62,245.76231667909343,23.66125315,-186.00591824353967,-160.626631284643
2026-01-03 07:39:00,85.80425121754692,9.364629180056182,-77.36611624452301,1,Moto_g,L1,open_sky,1,45.14717927,7.621688233,256.34312768735134,0.008341925,1.572575653,45.145,7.62,276.13688306449586,25.43431859,132.40381321288896,242.32376778859617
2026-01-01 03:21:00,91.5671365035378,22.59799896082916,-83.10259653287497,1,xiaomi_11,L1,open_sky,1,45.14750204,7.622375817,251.46412976384795,0.072566082,5.014764734,45.145,7.62,334.8458066265217,18.90259876,186.32927462970625,278.21415426130545
2026-01-07 00:58:00,80.78867617767413,0.9609963729863557,-66.35650431339633,1,Moto_g,L1,open_sky,1,45.14600174,7.619704113,269.5512297928621,0.11230905,4.155916965,45.145,7.62,113.77996209193164,4.78634627,-23.20566360219317,111.3884058168679
2026-01-03 05:54:00,79.2898760605357,-0.6358372691390319,-65.88818783645357,1,samsung_s21,L1,open_sky,1,45.14471962,7.619075035,243.54458163725724,0.058504806,5.3130745,45.145,7.62,78.95841183262972,53.50658001,-72.54264849015131,-31.17683353333864
2026-01-04 08:42:00,78.61137225940507,-0.4682274855560138,-71.29878206001224,1,samsung_s21,L1,open_sky,1,45.14520667,7.620982271,246.33245727762056,0.0,8.300856625,45.145,7.62,80.39161496289695,20.15891871,77.03701207616984,22.98065548931837
2026-01-07 04:59:00,82.84572051652715,7.085825175571878,-70.0067957203874,1,Moto_g,L1,open_sky,1,45.14296357,7.621127236,231.4415968542884,0.188340176,4.054510558,45.145,7.62,243.0865035665585,8.888074544,88.4062477103913,-226.4406844672207
2026-01-04 21:13:00,85.600758771563,-0.9858089385992556,-68.8315986920821,1,samsung_s21,L1,open_sky,1,45.14429757,7.621197629,234.4703072264126,0.14982387,8.923597981,45.145,7.62,122.1594402581328,25.142915,93.9269913657098,-78.10665232338533
2026-01-01 06:52:00,103.67600616337896,60.79730003408689,-140.4042974648321,0,samsung_s21,L1,open_sky,1,45.14750272,7.618298784,239.1720760352716,0.17588209,0.287498422,45.145,7.62,308.620534350861,22.35906622,-133.4220368270935,278.28976681135924
2026-01-01 08:58:00,87.01112881201276,7.673003413876998,-77.03997931729519,1,xiaomi_11,L1,open_sky,1,45.14526176,7.623310142,234.80595981580848,0.129395509,3.332338129,45.145,7.62,261.23257633909463,49.6130718,259.6060040741256,29.106383997776
2026-01-06 19:22:00,87.08748457835277,11.079195245557262,-74.79404500265377,1,xiaomi_11,L1,open_sky,1,45.14532926,7.617829583,257.42370021750804,0.13476959,4.108055435,45.145,7.62,174.11313539594568,15.19464531,-170.2202759110066,36.61204154629585
2026-01-04 21:14:00,103.82109823524922,63.2006434405176,-132.81094081048812,0,xiaomi_11,L1,open_sky,1,45.14738684,7.619039712,247.4626746388293,0.088529025,0.0,45.145,7.62,275.88328524505715,34.16663355,-75.31294139052152,265.404498712274
2026-01-01 07:12:00,101.21531065309892,62.02635096469445,-132.80446465873055,0,pixel6,L1,open_sky,1,45.14703309,7.618358542,258.07166096042863,0.101745153,10.0,45.145,7.62,260.1540326192517,45.430435,-128.73536912781125,226.06929341152207
2026-01-01 12:13:00,88.51799444728348,20.039180038700707,-85.11373901598073,1,samsung_s21,L1,open_sky,1,45.14537157,7.623233498,242.47185397066767,0.139712111,5.408688975,45.145,7.62,256.9387065318995,14.3606977,253.5950104139606,41.31669889316918
2026-01-05 01:36:00,105.10206815822698,61.22982721135498,-135.5018170400116,0,xiaomi_11,L1,open_sky,1,45.14380375,7.622459795,249.48077071762305,0.164678926,3.626317831,45.145,7.62,234.32856590135563,25.21660646,192.9154552256369,-133.01693099929517
2026-01-03 20:04:00,89.35042242757966,15.864548839833072,-83.64807245205044,1,xiaomi_11,L1,open_sky,1,45.14300835,7.62233105,231.5619876608384,0.079426612,7.599100684,45.145,7.62,287.1718586941016,14.2392838,182.81831286901053,-221.4613756517231
2026-01-01 00:16:00,101.94619633789152,55.18575148284296,-134.65642797482667,0,oneplus9,L1,open_sky,1,45.14691434,7.616257876,241.2099876686207,0.09746778,0.236455788,45.145,7.62,362.5535228399003,18.6233116,-293.48525180791347,212.86489587263503
2026-01-06 14:35:00,108.77017631116657,68.1265337316042,-143.87720149099013,0,pixel6,L1,open_sky,1,45.14720957,7.62138704,255.28845967317588,0.0,10.0,45.145,7.62,268.69790467535984,8.002505959,108.7820135483502,245.6929740657948
2026-01-02 08:36:00,86.92777902375474,14.6966549665824,-78.01512860801164,1,Moto_g,L1,open_sky,1,45.14498223,7.617956304,231.5880815036577,0.120753636,4.968594217,45.145,7.62,160.29404978177217,21.95906302,-160.2818707180345,-1.9759338472052883
2026-01-05 13:07:00,86.58726177440728,16.06124249404261,-82.13572417995664,1,pixel6,L1,open_sky,1,45.14289127,7.623509241,243.574253848168,0.045795335,3.93835146,45.145,7.62,361.562460532174,26.6837992,275.22083141538354,-234.480077663551
2026-01-06 03:34:00,82.76050338086159,-7.316481652145159,-60.15131967040827,1,pixel6,L1,open_sky,1,45.14556777,7.620218813,250.954254123994,0.180372393,7.458540953,45.145,7.62,65.42393965972508,13.39346992,17.160946137501,63.133143500582456
2026-01-05 12:37:00,81.30890027872316,4.137592749651095,-67.77773110714554,1,Moto_g,L1,open_sky,1,45.14431884,7.620474458,252.6640577715538,0.118629856,1.268904842,45.145,7.62,84.38841163191651,25.42860646,37.21053220105278,-75.74153623390667
2026-01-03 18:31:00,85.69459510098598,10.999900859415,-78.82977820983389,1,oneplus9,L1,open_sky,1,45.14322244,7.618906621,252.353897583518,0.058971726,6.675336579,45.145,7.62,215.45528395482896,38.40154676,-85.75092945517925,-197.65565380638333
2026-01-03 12:15:00,85.34592370624199,12.350246717468275,-82.16976082375615,1,Moto_g,L1,open_sky,1,45.14720461,7.620263835,253.11209350593265,0.13124381,6.395133308,45.145,7.62,246.0131788360796,39.68860183,20.691906898536363,245.14144722982928
2026-01-01 11:55:00,96.85170109145112,69.83125949415991,-131.312793992091,0,samsung_s21,L1,open_sky,1,45.14364922,7.621867712,259.7151572308519,0.006391404,8.781196095,45.145,7.62,209.80077260444247,34.25506907,146.4798939384803,-150.1998830132452
2026-01-07 21:53:00,85.4037892795055,5.135694507360221,-71.6120624923669,1,pixel6,L1,open_sky,1,45.14611668,7.620453504,252.80047038147853,0.080524323,6.722412613,45.145,7.62,129.16269233635407,19.10397094,35.56716336389306,124.16915068494993
